via,barrio
DS CARRIL DEL LARGO,DOLORES LOS
DS CARRIL DEL LUCIO,BENIAJAN
DS CARRIL DEL MENUO,EL PALMAR
DS CARRIL DEL MONTERON,BENIAJAN
DS CARRIL DEL NARANJAL,SANGONERA SECA
DS CARRIL DEL OBISPO,DOLORES LOS
DS CARRIL DE LOS BURROS,BENIAJAN
DS CARRIL DE LOS FUNES,GUADALUPE
DS CARRIL DE LOS GALLEGOS,ALJUCER
DS CARRIL DE LOS GOMEZ,GUADALUPE
DS CARRIL DE LOS GONZALEZ,CASILLAS
DS CARRIL DE LOS GUAPOS,LLANO BRUJAS
DS CARRIL DE LOS LORCAS,ARBOLEJA LA
DS CARRIL DE LOS PABLOS,LLANO BRUJAS
DS CARRIL DE LOS PEREZ,LLANO BRUJAS
DS CARRIL DE LOS QUEREDAS,TORREAGUERA
DS CARRIL DE LOS SEGADORES,GARRES LOS
DS CARRIL DE LOS SERNAS,LLANO BRUJAS
DS CARRIL DE LOS ZAMBUDIOS,ALJUCER
DS CARRIL DEL PINO,PUENTE TOCINOS
DS CARRIL DEL RINCON,ARBOLEJA LA
DS CARRIL DEL ROQUE,ARBOLEJA LA
DS CARRIL DEMETRIO,ALJUCER
DS CARRIL DEPURADORA,ZARANDONA
DS CARRIL DIEGUILLO,ALQUERIAS
DS CARRIL DOS HERMANAS,GUADALUPE
DS CARRIL EL DATIL,RAAL EL
DS CARRIL ENERA,DOLORES LOS
DS CARRIL ERMITA,ALJUCER
DS CARRIL ERMITA REMEDIOS,PUENTE TOCINOS
DS CARRIL ERMITA VIEJA,PUENTE TOCINOS
DS CARRIL ESCARABAJAL,DOLORES LOS
DS CARRIL ESCARAVAJAL,DOLORES LOS
DS CARRIL ESCRIBANOS,SAN JOSE
DS CARRIL ESCUDERA,PUEBLA DE SOTO
DS CARRIL ESCUELA EQUIPO,SAN BENITO
DS CARRIL ESCUELAS,ALBATALIA LA
DS CARRIL ESCUELAS,ARBOLEJA LA
DS CARRIL ESCUELAS,DOLORES LOS
DS CARRIL ESPARZAS,ARBOLEJA LA
DS CARRIL ESTEVE,ARBOLEJA LA
DS CARRIL EUGENIOS,ALQUERIAS
DS CARRIL EUGENIOS,ZARANDONA
DS CARRIL FELIPE,SANTO ANGEL
DS CARRIL FELIX,BENIAJAN
DS CARRIL FILOMENA,PUENTE TOCINOS
DS CARRIL FLORERO,MURCIA
DS CARRIL FLORES,DOLORES LOS
DS CARRIL FLOROS,NONDUERMAS
DS CARRIL FOTOGRAFO,ALBATALIA LA
DS CARRIL FRANCES,ALBATALIA LA
DS CARRIL FRANCISCO PAREDES,PUENTE TOCINOS
DS CARRIL FRANCISCO ROBLES,ALQUERIAS
DS CARRIL FRANCOS,ALJUCER
DS CARRIL FRUCTUOSO,ARBOLEJA LA
DS CARRIL FRUTOS 1,SAN BENITO
DS CARRIL FRUTOS 2,SAN BENITO
DS CARRIL FRUTOS,ALBERCA LA
DS CARRIL FRUTOS,GARRES LOS
DS CARRIL FUENTE DE NARANJOS,ARBOLEJA LA
DS CARRIL FUNES,JAVALI VIEJO
DS CARRIL GALICIA,PUEBLA DE SOTO
DS CARRIL GALICIAS 1,PUEBLA DE SOTO
DS CARRIL GALICIAS,NONDUERMAS
DS CARRIL GALLEGO,ALJUCER
DS CARRIL GALLEGO,RAMOS LOS
DS CARRIL GALVEZ,CASILLAS
DS CARRIL GALVEZ,DOLORES LOS
DS CARRIL GAMBINES,RINCON SECA
DS CARRIL GARAPACHA,GUADALUPE
DS CARRIL GARCIAS,ALBATALIA LA
DS CARRIL GARRIDOS,DOLORES LOS
DS CARRIL GENERALA,RAYA LA
DS CARRIL GIL DE PAREJA,SANTA CRUZ
DS CARRIL GILES,BENIAJAN
DS CARRIL GILO,DOLORES LOS
DS CARRIL GILOS,EL PALMAR
DS CARRIL GIMENOS,ALBATALIA LA
DS CARRIL GONZALEZ 1,GARRES LOS
DS CARRIL GONZALEZ,ALQUERIAS
DS CARRIL GONZALEZ,GARRES LOS
DS CARRIL GORDO,NONDUERMAS
DS CARRIL GRACIAS,CHURRA
DS CARRIL GRANAINOS,MURCIA
DS CARRIL GREGORIOS,CABEZO TORRES
DS CARRIL GUADALUPE,ALBATALIA LA
DS CARRIL GUERREROS,ARBOLEJA LA
DS CARRIL GUILLAMONES,NONDUERMAS
DS CARRIL GUILLAMONES,SAN BENITO
DS CARRIL GUILLAMON,RINCON SECA
DS CARRIL GUIRAOS,ALBERCA LA
DS CARRIL HERMANOS ORENES,ERA ALTA
DS CARRIL HERNANDEZ,RINCON SECA
DS CARRIL HERRERAS Y MORERAS,CHURRA
DS CARRIL HERRERAS Y MORERAS,PUNTAL EL
DS CARRIL HERRERO Y SOLER,ZARANDONA
DS CARRIL HIEDRA,EL PALMAR
DS CARRIL HIJASTROS,LLANO BRUJAS
DS CARRIL HORNEROS,ERA ALTA
DS CARRIL HORTICOLA,ARBOLEJA LA
DS CARRIL HUERTAS,SAN BENITO
DS CARRIL ILLANES,ARBOLEJA LA
DS CARRIL INIESTAS,ALJUCER
DS CARRIL ISIDOROS,ALJUCER
DS CARRIL ISIDROS,SAN GINES
DS CARRIL ISIDROS,ZARANDONA
DS CARRIL J ABELLAN ALEGRIA,ZENETA
DS CARRIL JARAS,ESPARRAGAL
DS CARRIL JAROS,LLANO BRUJAS
DS CARRIL JEROMOS,ALQUERIAS
DS CARRIL JIMENEZ,LLANO BRUJAS
DS CARRIL JOAQUIN,CHURRA
DS CARRIL JOAQUINILLOS,DOLORES LOS
DS CARRIL JOPO ERMITA,RINCON BENISCOR
DS CARRIL JOSE MOTOS,DOLORES LOS
DS CARRIL JOSE PURA,GUADALUPE
DS CARRIL JUANAS,LLANO BRUJAS
DS CARRIL JUANES,SAN BENITO
DS CARRIL JUANETE,PUENTE TOCINOS
DS CARRIL JUANIN,LLANO BRUJAS
DS CARRIL JUAN LUIS,EL PALMAR
DS CARRIL JUAN PEDRO,CABEZO TORRES
DS CARRIL JUAN PEREZ,LLANO BRUJAS
DS CARRIL JUAN TORTOLA,DOLORES LOS
DS CARRIL JUAN ZAMBUDIO,LLANO BRUJAS
DS CARRIL JUSTOS,ESPARRAGAL
DS CARRIL KOALA,LLANO BRUJAS
DS CARRIL LA CAMETA,TORREAGUERA
DS CARRIL LA CIVILA,TORREAGUERA
DS CARRIL LA HIGUERA,COBATILLAS
DS CARRIL LANCHEROS,TORREAGUERA
DS CARRIL LA NORIA,GARRES LOS
DS CARRIL LA PALMA,RAAL EL
DS CARRIL LA ROMERA,SANTO ANGEL
DS CARRIL LA SANTA,ERA ALTA
DS CARRIL LAS PALMAS,SAN BENITO
DS CARRIL LAS TERESAS,ALBATALIA LA
DS CARRIL LA VILLA,ALBERCA LA
DS CARRIL LAZAROTES,ALQUERIAS
DS CARRIL LEALES,ARBOLEJA LA
DS CARRIL LEALES,DOLORES LOS
DS CARRIL LEALES,LLANO BRUJAS
DS CARRIL LECHAS,ZARANDONA
DS CARRIL LEON,MURCIA
DS CARRIL LIMONAR,CHURRA
DS CARRIL LIMONEROS,EL PALMAR
DS CARRIL LIZAS,SAN BENITO
DS CARRIL LLOR,DOLORES LOS
DS CARRIL LOLOS,RAMOS LOS
DS CARRIL LOPEZ 1,NONDUERMAS
DS CARRIL LOPEZ 2,NONDUERMAS
DS CARRIL LOPEZ,PUEBLA DE SOTO
DS CARRIL LOPEZ,SANGONERA VERDE
DS CARRIL LORCAS,TORREAGUERA
DS CARRIL LOS ALBARRACINES,ALBATALIA LA
DS CARRIL LOS ALCOY,DOLORES LOS
DS CARRILLO,SAN BENITO
DS CARRIL LOS AYALAS,PUENTE TOCINOS
DS CARRIL LOS CASICAS,ALJUCER
DS CARRIL LOS CHISPAS,ALQUERIAS
DS CARRIL LOS GUITARROS,ALGEZARES
DS CARRIL LOS HUEVOS-BARRIOM,MURCIA
DS CARRIL LOS MACHUCAS,GUADALUPE
DS CARRIL LOS MATEOS,ALBATALIA LA
DS CARRIL LOS MIAJAS,ERA ALTA
DS CARRIL LOS ORTEGA,GUADALUPE
DS CARRIL LOS PARRAS,RAAL EL
DS CARRIL LOS PERETES,ERA ALTA
DS CARRIL LOS QUILINOS,ERA ALTA
DS CARRIL LOS SANCHEZ,SAN BENITO
DS CARRIL LOS SILES,RINCON SECA
DS CARRIL LOS SISOS,ALJUCER
DS CARRIL LUCAS,ALBATALIA LA
DS CARRIL LUCAS,CASILLAS
DS CARRIL LUCAS,DOLORES LOS
DS CARRIL LUCAS,RAMOS LOS
DS CARRIL LUCIANOS,MONTEAGUDO
DS CARRIL LUISES,GUADALUPE
DS CARRIL LUJANES,EL PALMAR
DS CARRIL MAESTROS,ALBATALIA LA
DS CARRIL MAIQUEZ,COBATILLAS
DS CARRIL MAIQUEZ,PUENTE TOCINOS
DS CARRIL MAJO,DOLORES LOS
DS CARRIL MAJOS 2,GARRES LOS
DS CARRIL  MAJO,SAN BENITO
DS CARRIL MAJOS,GARRES LOS
DS CARRIL MAJOS,LLANO BRUJAS
DS CARRIL MALANDRAS,PUENTE TOCINOS
DS CARRIL MALENOS,GARRES LOS
DS CARRIL MALENOS,NONDUERMAS
DS CARRIL MANCO,SAN BENITO
DS CARRIL MANGAS,ALGEZARES
DS CARRIL MANGUI,MURCIA
DS CARRIL MANOLETES,CABEZO TORRES
DS CARRIL MANOLITO,DOLORES LOS
DS CARRIL MANOLOS,ZARANDONA
DS CARRIL MANRESA,PUENTE TOCINOS
DS CARRIL MANUELA,ALBATALIA LA
DS CARRIL MANZANERAS,RINCON BENISCOR
DS CARRIL MANZANILLA,MONTEAGUDO
DS CARRIL MARCOS,BENIAJAN
DS CARRIL MARCOS,RAAL EL
DS CARRIL MARIANETE,MURCIA
DS CARRIL MARIANICOS,ALQUERIAS
DS CARRIL MARINES,CASILLAS
DS CARRIL MARINES,PUENTE TOCINOS
DS CARRIL MARQUEZ,BENIAJAN
DS CARRIL MARTINEZ,ALBATALIA LA
DS CARRIL MARTINEZ,ALGEZARES
DS CARRIL MARTINEZ,GARRES LOS
DS CARRIL MARTINEZ,RINCON BENISCOR
DS CARRIL MARTINEZ,TORREAGUERA
DS CARRIL MATIAS,GUADALUPE
DS CARRIL MAYORDOMO,MURCIA
DS CARRIL MELEROS,ESPARRAGAL
DS CARRIL MELEROS,ZARANDONA
DS CARRIL MELGAR,DOLORES LOS
DS CARRIL MELGAREJOS,NONDUERMAS
DS CARRIL MELLIZOS,BARRIO PROGRESO
DS CARRIL MELONERA,ALBERCA LA
DS CARRIL MENCHONES,ALJUCER
DS CARRIL MENDRUGO,DOLORES LOS
DS CARRIL MERINOS,ALGEZARES
DS CARRIL MERINOS,ALJUCER
DS CARRIL MESEGUERES,GUADALUPE
DS CARRIL MIGALA,MONTEAGUDO
DS CARRIL MIGALONA,CABEZO TORRES
DS CARRIL MIGUELINES,ALJUCER
DS CARRIL MIRALLES,RAMOS LOS
DS CARRIL MOLINAS,PUENTE TOCINOS
DS CARRIL MOLINERO,LLANO BRUJAS
DS CARRIL MOLINICO,ALBERCA LA
DS CARRIL MOLINO,ALBERCA LA
DS CARRIL MOLINO,ALJUCER
DS CARRIL MOLINO BATAN,RAYA LA
DS CARRIL MONTOYA,DOLORES LOS
DS CARRIL MONTOYAS,LLANO BRUJAS
DS CARRIL MORALES,GARRES LOS
DS CARRIL MORALES,MONTEAGUDO
DS CARRIL MORALES,ZARANDONA
DS CARRIL MORATAS,SAN BENITO
DS CARRIL MORENO,DOLORES LOS
DS CARRIL MORENOS 2,RINCON SECA
DS CARRIL MORENOS,PUENTE TOCINOS
DS CARRIL MORENOS,RINCON SECA
DS CARRIL MORENOS,SAN BENITO
DS CARRIL MORO,ALGEZARES
DS CARRIL MOSQUITOS (EL RANE,MURCIA
DS CARRIL MOSQUITOS,GARRES LOS
DS CARRIL MOTA DEL GALLO,COBATILLAS
DS CARRIL MOTA DEL GALLO,ESPARRAGAL
DS CARRIL MOTOR,COBATILLAS
DS CARRIL MOTOR,ESPARRAGAL
DS CARRIL MUNUERA,CABEZO TORRES
DS CARRIL MURCIA,EL PALMAR
DS CARRIL MURCIAS,SANTO ANGEL
DS CARRIL NANOS,RINCON SECA
DS CARRIL NARANJO,GARRES LOS
DS CARRIL NARANJOS,EL PALMAR
DS CARRIL NARANJOS,LLANO BRUJAS
DS CARRIL NARCISOS,ALQUERIAS
DS CARRIL NARCISOS,ZARANDONA
DS CARRIL NAVARROS,CABEZO TORRES
DS CARRIL NAVARROS DEL RIO,LLANO BRUJAS
DS CARRIL NAVARROS,ESPARRAGAL
DS CARRIL NAVARROS,LLANO BRUJAS
DS CARRIL NAVARROS,MONTEAGUDO
DS CARRIL NAVARROS,PUENTE TOCINOS
DS CARRIL NENE CORBALAN,BENIAJAN
DS CARRIL NICOLAS,DOLORES LOS
DS CARRIL NICOLASES,ALBATALIA LA
DS CARRIL NIETO,ALBATALIA LA
DS CARRIL NIEVES,RAAL EL
DS CARRIL NOGUERAS,LLANO BRUJAS
DS CARRIL NOGUERAS,SAN GINES
DS CARRIL NOGUERO,DOLORES LOS
DS CARRIL OLIVAS,ALBATALIA LA
DS CARRIL OLIVAS,ESPARRAGAL
DS CARRIL OLMO,SAN BENITO
DS CARRIL OLMOS,GARRES LOS
DS CARRIL ORENES,NONDUERMAS
DS CARRIL ORTINES,GUADALUPE
DS CARRIL PABLOS,ERA ALTA
DS CARRIL PABLOS,PUENTE TOCINOS
DS CARRIL PACO EL LABRADOR,DOLORES LOS
DS CARRIL PACO MANCHADO,ALQUERIAS
DS CARRIL PACORROS,PUENTE TOCINOS
DS CARRIL PAINETA,GUADALUPE
DS CARRIL PAJAREROS,RAYA LA
DS CARRIL PAJONES,BENIAJAN
DS CARRIL PALERAS,ALQUERIAS
DS CARRIL PALLARESES,ALQUERIAS
DS CARRIL PALMERAL,PUNTAL EL
DS CARRIL PALMERAL,RAAL EL
DS CARRIL PALMERAL,SANTA CRUZ
DS CARRIL PALMERAL,ZARANDONA
DS CARRIL PALMERAS,ALBATALIA LA
DS CARRIL PALMERAS,ALJUCER
DS CARRIL PALMERAS,LLANO BRUJAS
DS CARRIL PALMERAS,PUEBLA DE SOTO
DS CARRIL PALMERAS,RAMOS LOS
DS CARRIL PALMERAS,ZARANDONA
DS CARRIL PALMERO,RAAL EL
DS CARRIL PALOMAS,SAN JOSE
DS CARRIL PALOMOS,ALBATALIA LA
DS CARRIL PAPOS,CHURRA
DS CARRIL PAQUITOS,LLANO BRUJAS
DS CARRIL PARDO,ALBATALIA LA
DS CARRIL PARDOS,GARRES LOS
DS CARRIL PARRA,ALGEZARES
DS CARRIL PARRA,ESPARRAGAL
DS CARRIL PARRAGAS,NONDUERMAS
DS CARRIL PARRA,MONTEAGUDO
DS CARRIL PARRAS,ALJUCER
DS CARRIL PARRAS,RINCON SECA
DS CARRIL PASCUALES,LLANO BRUJAS
DS CARRIL PAULOS,CASILLAS
DS CARRIL PEDRO BELANDO,DOLORES LOS
DS CARRIL PELAEZ,ALBERCA LA
DS CARRIL PELAYOS,LLANO BRUJAS
DS CARRIL PELLUZ,GUADALUPE
DS CARRIL PELOS,GARRES LOS
DS CARRIL PELUFAS,PUENTE TOCINOS
DS CARRIL PENCHOS,ALBATALIA LA
DS CARRIL PENCHOS,GARRES LOS
DS CARRIL PEPE EL LOCO,SANTA CRUZ
DS CARRIL PEPELES,ALGEZARES
DS CARRIL PEPE MARIN,DOLORES LOS
DS CARRIL PEPE TOMAS,TORREAGUERA
DS CARRIL PEPINES,ARBOLEJA LA
DS CARRIL PEPINES,EL PALMAR
DS CARRIL PERCHAOS,PUENTE TOCINOS
DS CARRIL PERDIDO,ALJUCER
DS CARRIL PERDIDOS,EL PALMAR
DS CARRIL PEREA,ALJUCER
DS CARRIL PERETAS,ALBATALIA LA
DS CARRIL PEREZ,CASILLAS
DS CARRIL PEREZ,PUENTE TOCINOS
DS CARRIL PEREZ,RINCON BENISCOR
DS CARRIL PERICHASES,RINCON SECA
DS CARRIL PERICOS,CABEZO TORRES
DS CARRIL PERILLOS,TORREAGUERA
DS CARRIL PERTENEROS,EL PALMAR
DS CARRIL PETRA,ALQUERIAS
DS CARRIL PICAZAS,GUADALUPE
DS CARRIL PILOTOS,ARBOLEJA LA
DS CARRIL PINAS,RAAL EL
DS CARRIL PINAS,ZARANDONA
DS CARRIL PINO,GUADALUPE
DS CARRIL PINOS,ALQUERIAS
DS CARRIL PINOS,CHURRA
DS CARRIL PINOS,RINCON SECA
DS CARRIL PIPAS,CABEZO TORRES
DS CARRIL PITUSO,CASILLAS
DS CARRIL PLACIDO,DOLORES LOS
DS CARRIL POCEROS,ALQUERIAS
DS CARRIL POLLOS,ALBATALIA LA
DS CARRIL POLOS,ALBATALIA LA
DS CARRIL PONCES,ALQUERIAS
DS CARRIL POVEDAS,SAN JOSE
DS CARRIL PUAS,ERA ALTA
DS CARRIL PUENTE ALTO,DOLORES LOS
DS CARRIL PUENTE LUCIA,TORREAGUERA
DS CARRIL PUENTE PALMERAS,COBATILLAS
DS CARRIL PUENTE VELA,TORREAGUERA
DS CARRIL PUJANTES,PUEBLA DE SOTO
DS CARRIL PUJANTES,RAYA LA
DS CARRIL PUNCHAS,RAAL EL
DS CARRIL QUESADAS,ALQUERIAS
DS CARRIL QUINOS,SAN BENITO
DS CARRIL QUINTOS,PUENTE TOCINOS
DS CARRIL RABADAN,GUADALUPE
DS CARRIL RAMON LOPEZ,ALJUCER
DS CARRIL RAMOS,LLANO BRUJAS
DS CARRIL RANGA (EL RANERO),MURCIA
DS CARRIL RANGA,SAN GINES
DS CARRIL REAL,LLANO BRUJAS
DS CARRIL RELENCO,PUEBLA DE SOTO
DS CARRIL RELENCO,RAYA LA
DS CARRIL RINCONA,RINCON BENISCOR
DS CARRIL RINCON TORRES,ALJUCER
DS CARRIL RISAS,PUENTE TOCINOS
DS CARRIL ROBLES,ALQUERIAS
DS CARRIL ROBLES,CHURRA
DS CARRIL RODENAS,ALBATALIA LA
DS CARRIL RODENAS,ALJUCER
DS CARRIL RODENAS,CASILLAS
DS CARRIL RODENAS,PUENTE TOCINOS
DS CARRIL RODRIGOS,ERA ALTA
DS CARRIL RODRIGUEZ,ERA ALTA
DS CARRIL RODRIGUEZ,RINCON SECA
DS CARRIL ROJILLOS,EL PALMAR
DS CARRIL ROMERO,CASILLAS
DS CARRIL ROMOS,GARRES LOS
DS CARRIL ROSAS,SANTA CRUZ
DS CARRIL ROSENDOS,ALBATALIA LA
DS CARRIL RUBIANES,TORREAGUERA
DS CARRIL RUBIOS,RINCON BENISCOR
DS CARRIL RUICES,ALGEZARES
DS CARRIL RUICES,DOLORES LOS
DS CARRIL SAAVEDRA,SAN GINES
DS CARRIL SABAS,ALQUERIAS
DS CARRIL SABIOS,RAMOS LOS
DS CARRIL SACRISTANES,CASILLAS
DS CARRIL SACRISTANES,RAYA LA
DS CARRIL SALABOSQUE,ALJUCER
DS CARRIL SALAZAR,LLANO BRUJAS
DS CARRIL SALAZAR,PUENTE TOCINOS
DS CARRIL SALEROS,SAN BENITO
DS CARRIL SALONES,ERA ALTA
DS CARRIL SANCHEZ,CHURRA
DS CARRIL SANCHEZ,LLANO BRUJAS
DS CARRIL SANDOVALES,TORREAGUERA
DS CARRIL SANTA LUCIA,SAN BENITO
DS CARRIL SASTRES,ALGEZARES
DS CARRIL SAURAS,GARRES LOS
DS CARRIL SEANOS,RAYA LA
DS CARRIL SEBASTIANES,ERA ALTA
DS CARRIL SENDA ALTA,PUENTE TOCINOS
DS CARRIL SERAFINES,LLANO BRUJAS
DS CARRIL SERNA,ALGEZARES
DS CARRIL SERNAS,BENIAJAN
DS CARRIL SERRANOS,BENIAJAN
DS CARRIL SERRANOS,LLANO BRUJAS
DS CARRIL SERRANOS,SANTO ANGEL
DS CARRIL SERRANOS,ZARANDONA
DS CARRIL SEVERO OCHOA,EL PALMAR
DS CARRIL SILVESTRES,GUADALUPE
DS CARRIL SILVESTRES,RAAL EL
DS CARRIL SILVESTRES,SAN JOSE
DS CARRIL SILVESTRES,TORREAGUERA
DS CARRIL SOLANOS,RINCON SECA
DS CARRIL SOLER,PUENTE TOCINOS
DS CARRIL SOLIS,CASILLAS
DS CARRIL SORDA,RAMOS LOS
DS CARRIL SORDO,DOLORES LOS
DS CARRIL SORDOS,SAN JOSE
DS CARRIL SOTO,RINCON BENISCOR
DS CARRIL SOTOS,NONDUERMAS
DS CARRIL SOTOS,RAAL EL
DS CARRIL TEJAS,ALBERCA LA
DS CARRIL TEJAS,TORREAGUERA
DS CARRIL TELESFOROS,ALJUCER
DS CARRIL TIA PERETA,ALJUCER
DS CARRIL TIA SERRANO,ALBERCA LA
DS CARRIL TIERRAS NUEVAS,ALQUERIAS
DS CARRIL TIO ANDRES JARA,RAMOS LOS
DS CARRIL TIO MONES,DOLORES LOS
DS CARRIL TIO MORTAL,RAAL EL
DS CARRIL TIO PELUFA,EL PALMAR
DS CARRIL TIO RAFAEL,LLANO BRUJAS
DS CARRIL TITE,ARBOLEJA LA
DS CARRIL TOMATEROS,SAN BENITO
DS CARRIL TONINOS,ALQUERIAS
DS CARRIL TONOS,SAN JOSE
DS CARRIL TORDILLOS,ERA ALTA
DS CARRIL TORERAS,DOLORES LOS
DS CARRIL TORRAOS,ALBATALIA LA
DS CARRIL TORREAGUERO,PUENTE TOCINOS
DS CARRIL TORRE CARADOC,SAN BENITO
DS CARRIL TORRE DEL CURA,ERA ALTA
DS CARRIL TORRE LEALES,DOLORES LOS
DS CARRIL TORREMASA,ALBATALIA LA
DS CARRIL TORRE MODESTO,PUEBLA DE SOTO
DS CARRIL TORRE,PUENTE TOCINOS
DS CARRIL TORRE SALINAS,ALJUCER
DS CARRIL TORRE SAN MIGUEL,ERA ALTA
DS CARRIL TORRIJOS,COBATILLAS
DS CARRIL TRANSFORMADOR,ARBOLEJA LA
DS CARRIL TRENQUE DON PAYO,RAAL EL
DS CARRIL TUBOS,ALBATALIA LA
DS CARRIL VALENTINES,ALGEZARES
DS CARRIL VALERAS,GARRES LOS
DS CARRIL VALVERDES,CABEZO TORRES
DS CARRIL VEGAS,DOLORES LOS
DS CARRIL VERAS,GARRES LOS
DS CARRIL VERDULEROS,ESPARRAGAL
DS CARRIL VIA,NONDUERMAS
DS CARRIL VICENTES,ZARANDONA
DS CARRIL VIRGENES,ALJUCER
DS CARRIL VIVEROS MUNICIPALE,ARBOLEJA LA
DS CARRIL VIZCONDE,NONDUERMAS
DS CARRIL ZAMBRANA,GARRES LOS
DS CARRIL ZAMBRANA,SAN BENITO
DS CARRIL ZAMBUDIO,ERA ALTA
DS CARRIL ZAMBUDIOS,LLANO BRUJAS
DS CARRIL ZAMBUDIOS,PUENTE TOCINOS
DS CARRIL ZAMORAS,CASILLAS
DS CARRIL ZAPATAS,ALBERCA LA
DS CARRIL ZAPATAS,SANTO ANGEL
DS CARRIL ZURDOS,LLANO BRUJAS
DS CARR ISIDOROS,RINCON SECA
DS CARR JUAN MORENO,RINCON SECA
DS CARR LIMONAR,RINCON BENISCOR
DS CARR MAJOS,SAN BENITO
DS CARR MANIAS,ALJUCER
DS CARR MEANA,SAN BENITO
DS CARR MONTOYAS,RINCON SECA
DS CARR MORENOS,RINCON SECA
DS CARR MORUNO,ARBOLEJA LA
DS CARR ORENES,RINCON SECA
DS CARR PABLOS,ALJUCER
DS CARR PAJEROS,ALJUCER
DS CARR POLONIAS,RINCON SECA
DS CARR PUENTE DE LA MULETA,CABEZO TORRES
DS CARR RAMONES,ALJUCER
DS CARR RESTITUTO,BENIAJAN
DS CARR RODRIGUEZ,ALJUCER
DS CARR SANCHEZ,ALJUCER
DS CARR ZARAGOZAS,ALJUCER
DS CASA ALGARROBO,SUCINA
DS CASA ALTO MAGAN,JERON.-AVILESES
DS CASA BALSA,CORVERA
DS CASA BASILIOS,JERON.-AVILESES
DS CASA BLANCA,VALLADOLISES
DS CASA BORRAMBLA,GEA Y TRUYOLS
DS CASA BORRASCA,GEA Y TRUYOLS
DS CASA CASTILLOS,VALLADOLISES
DS CASA CELESTINO,GEA Y TRUYOLS
DS CASA CIVIL,GEA Y TRUYOLS
DS CASA CLEMENTES,VALLADOLISES
DS CASA COLORA,CORVERA
DS CASA COMISARIO,GEA Y TRUYOLS
DS CASA CONEJERO,JERON.-AVILESES
DS CASA CONESA,VALLADOLISES
DS CASA COQUETAS,GEA Y TRUYOLS
DS CASA CUARTEL,SUCINA
DS CASA DOS TONTAS,GEA Y TRUYOLS
DS CASA FRAILES,CARRASCOY
DS CASA GALINDOS,JERON.-AVILESES
DS CASA HIGUERAL,CORVERA
DS CASA HUERFANA,GEA Y TRUYOLS
DS CASA HUERTO,MARTINEZ PUERTO
DS CASA LAZARO,SUCINA
DS CASA LLANO,SUCINA
DS CASA LUCAS,GEA Y TRUYOLS
DS CASA MAZON,GEA Y TRUYOLS
DS CASA MERINO,VALLADOLISES
DS CASA MOLINO,JERON.-AVILESES
DS CASA MONJAS,VALLADOLISES
DS CASA MONTESINOS,SUCINA
DS CASA MORENOS,VALLADOLISES
DS CASA NAVARRO,SUCINA
DS CASA NAVETA,CORVERA
DS CASA NIDO,GEA Y TRUYOLS
DS CASA NIDO,JERON.-AVILESES
DS CASA NUEVA,SUCINA
DS CASA NUEVA,VALLADOLISES
DS CASA OLIVARES,VALLADOLISES
DS CASA PALMERO,VALLADOLISES
DS CASA PATRICIOS,VALLADOLISES
DS CASA PEDREGAL,CORVERA
DS CASA PELADA,MARTINEZ PUERTO
DS CASA PERDIGON,SUCINA
DS CASA PERELLONES,CORVERA
DS CASA POLLOS,GEA Y TRUYOLS
DS CASA PONDEROSA,SUCINA
DS CASA PRADERA,GEA Y TRUYOLS
DS CASA ROBADO,CORVERA
DS CASA ROJO,CORVERA
DS CASA ROSES,JERON.-AVILESES
DS CASA ROTA,CORVERA
DS CASAS ABAJO,CARRASCOY
DS CASAS BLANCAS,SUCINA
DS CASAS CAMPILLOS,RINCON SECA
DS CASAS CHINCHETA,RINCON SECA
DS CASAS CIPRESES,CORVERA
DS CASAS CONDE DE ROCHE,SANGONERA SECA
DS CASAS CONESAS,CORVERA
DS CASAS CURA,GEA Y TRUYOLS
DS CASAS DEL MOLINO,LOBOSILLO
DS CASAS DULCES,RINCON SECA
DS CASAS GALLO,CORVERA
DS CASAS JESUS COLL,SAN BENITO
DS CASAS LLANO,CARRASCOY
DS CASAS LO LEON,CORVERA
DS CASAS LORENTES,CORVERA
DS CASAS LOS DIAZ,LOBOSILLO
DS CASAS NUEVAS,GEA Y TRUYOLS
DS CASAS ORENES,RINCON SECA
DS CASAS PARRA,ERA ALTA
DS CASAS PERUCHOS,SANGONERA SECA
DS CASAS POCICO,CORVERA
DS CASAS TEATINOS DE ABAJO,SANGONERA SECA
DS CASAS TIO ROQUE,CORVERA
DS CASAS VALDIO,CORVERA
DS CASAS VILLAR,CORVERA
DS CASA TIO ENRIQUE,VALLADOLISES
DS CASA TIO ISAIAS,VALLADOLISES
DS CASA TIO SANTIAGO,GEA Y TRUYOLS
DS CASA TORRICA,VALLADOLISES
DS CASA VALERO,GEA Y TRUYOLS
DS CASA VINADER,SUCINA
DS CASA VINAJERO,JERON.-AVILESES
DS CASA VITORAS,SUCINA
DS CASA ZAMORA,GEA Y TRUYOLS
DS CASERIO RUIZ LOPEZ,RAYA LA
DS CASERIO TORRE LEALES,DOLORES LOS
DS CASERIO VENTANA,VALLADOLISES
DS CASEROS,RAYA LA
DS CASICAS ABAJO,MARTINEZ PUERTO
DS CASICAS,CORVERA
DS CASICAS,SUCINA
DS CASILLAS DE CORIA,CASILLAS
DS CASILLAS LUZ,EL PALMAR
DS CASTILLEJOS,SUCINA
DS CASTILLETE,GEA Y TRUYOLS
